null_f1
0.245
0.268
0.259
0.268
0.268
0.455
0.475
0.372
0.3
0.227
0.082
0.136
0.331
0.391
0.432
0.204
0.245
0.308
0.327
0.367
0.286
0.286
0.475
0.455
0.186
0.372
0.259
0.3
0.286
0.245
0.391
0.259
0.205
0.205
0.473
0.247
0.514
0.204
0.259
0.118
0.23
0.247
0.434
0.082
0.35
0.247
0.204
0.227
0.245
0.309
0.382
0.205
0.245
0.368
0.372
0.309
